idnumber,shortname,fullname,category_idnumber,startdate,enddate,automaticenddate,visible,format,lang
ECN1002-H22-01,ECN1002-H22-01,ECN1002-H22-01 - Théories de la culture le Lundi à 13h00 HNE⏳3h00 (3 crédits),ECN,2022-01-10,2022-04-30,0,0,weeks,fr_ca
